x1                  y1                  x2                  y2                  x3                  y3                  x4                  y4                  result                   
39.9907             32.977              23.949              31.071              31.0487             45.1026             29.5882             38.3402             1                        
43.1601             22.0419             47.9801             31.2636             27.9198             48.0424             28.3377             21.5738             1                        
40.2201             48.428              28.7496             45.2717             22.1307             41.1241             32.4369             37.2521             1                        
25.5622             24.4407             44.0488             48.0483             38.0661             27.6237             21.7108             32.772              1                        
29.2044             38.9786             33.7982             26.2425             28.4039             23.6417             26.8049             29.8917             1                        
39.6875             37.3154             39.3661             35.9013             33.2753             27.8336             39.1441             24.2113             0                        
28.926              39.9425             33.9527             42.3282             49.9472             33.0715             23.3437             28.1627             0                        
21.0907             21.1939             45.6963             47.818              37.9102             46.4729             20.6702             33.9571             1                        
26.8206             23.7147             22.7569             34.9239             45.9882             33.0909             47.9668             48.3239             0                        
49.3173             36.4038             49.1018             43.2237             40.1469             48.663              48.5071             38.0581             1                        
42.011              28.3253             23.0988             21.073              24.1019             21.274              42.6575             34.6153             0                        
49.6892             46.7527             42.4486             34.1997             24.0165             25.2437             40.3316             33.1262             1                        
42.7856             27.5138             34.3422             48.6923             30.7475             23.0279             29.4231             23.4106             1                        
42.4279             45.3722             30.8841             39.1052             31.6182             46.4687             38.8732             31.8039             0                        
47.6082             21.24               39.968              42.4675             21.3811             41.4718             26.1497             28.0636             1                        
34.804              40.8489             27.3772             48.0162             37.5416             32.1084             35.2679             36.9763             1                        
40.3532             35.6857             39.4903             23.6384             31.4041             48.0893             36.069              32.2805             1                        
48.6119             30.7507             46.6687             41.0077             26.5042             46.2211             47.43               26.4929             1                        
36.3185             25.3465             28.9328             33.125              21.3527             44.7041             21.3871             22.3735             0                        
41.0295             32.3482             45.3893             48.4402             25.2557             32.142              31.2698             41.3995             1                        
41.4696             49.0154             31.5125             41.3394             21.4624             29.3721             37.0376             21.6579             0                        
45.1657             40.0603             34.1644             31.201              24.466              20.045              26.9256             48.242              0                        
22.5029             26.6059             46.1575             29.5347             39.7074             41.7417             32.4453             27.7985             1                        
49.054              20.153              40.6369             34.0638             20.2718             27.6644             45.0282             38.3858             1                        
30.3113             42.2963             24.1728             41.7859             26.439              30.8916             44.6588             40.7999             0                        
44.1773             48.5766             36.278              34.0798             48.8502             45.7246             43.5426             30.001              0                        
47.5297             20.9686             39.9128             43.7385             22.7137             29.1647             31.4723             24.7701             1                        
31.6757             23.8422             35.6232             39.1785             32.8015             45.3046             34.4394             33.087              1                        
43.8134             22.5514             32.0429             44.5804             43.4353             27.2566             31.6642             40.2696             1                        
41.5247             45.6146             24.8016             20.7701             33.6795             40.7172             34.8025             46.4132             1                        
37.4643             21.9671             20.9267             25.5844             36.5171             33.3346             35.3569             32.8615             1                        
32.6367             35.7821             39.2189             21.4663             34.3341             33.2943             48.0743             24.7207             0                        
41.2378             22.9946             40.3334             33.1619             41.932              21.839              28.886              26.1576             0                        
41.3648             28.5037             22.4902             23.1921             30.0893             30.4701             41.066              46.3623             0                        
20.7353             48.8586             35.7902             25.3526             41.3223             34.6536             33.7651             39.266              1                        
33.3579             36.5829             28.8073             25.0476             45.7202             29.1084             44.8747             39.5479             0                        
31.7455             25.8756             40.7947             45.9527             37.2906             43.9383             20.3916             32.3024             0                        
25.7465             31.8156             34.5526             45.7637             40.9729             40.7038             48.0244             26.418              0                        
36.7515             42.3605             22.2127             39.1679             34.1906             20.6803             24.0139             41.9578             1                        
35.0791             43.8784             34.3955             44.4601             31.4432             45.7402             36.1374             40.8454             0                        
27.995              21.6255             39.9397             47.1649             40.4924             35.098              31.6799             33.5897             1                        
31.9758             28.0251             48.5662             42.337              48.0537             38.1205             41.1291             27.0188             1                        
24.2745             41.4047             39.4249             34.086              33.4731             22.8765             35.4897             44.9646             1                        
49.9594             27.3715             42.3423             47.2736             37.0669             33.7977             47.2442             22.8319             1                        
36.4226             33.8157             20.7605             21.363              37.7679             24.6579             34.8587             30.1182             1                        
36.32               20.1703             31.8046             29.642              42.4276             41.1554             48.3239             48.9576             0                        
20.9271             31.4811             23.6636             34.1646             35.2988             46.3365             37.4357             21.5482             0                        
29.8398             37.3433             28.6966             22.9346             22.3398             45.5608             49.5944             43.6635             0                        
22.9441             30.6653             22.1304             36.3611             21.1698             30.9651             20.2649             32.9553             1                        
49.8672             37.6358             24.5767             21.417              46.3082             41.0777             32.7887             40.0883             1                        
23.9032             40.5607             43.4602             25.5496             21.8427             30.795              40.8386             33.701              1                        
43.2288             36.496              38.2333             47.5874             30.8286             36.2181             46.924              41.0539             1                        
23.3807             49.2772             21.4642             29.4287             27.39               23.4494             34.3054             30.0142             1                        
29.4028             42.286              30.102              33.5479             20.217              37.2904             39.5265             32.5405             0                        
37.5822             24.6672             40.9239             27.2593             46.7136             44.932              41.3198             21.639              1                        
26.2969             41.7426             47.1949             33.914              22.8442             32.1916             23.7725             34.5464             1                        
30.5555             36.1098             27.0346             20.6175             48.3266             34.3911             31.4641             36.3854             1                        
40.2364             23.8759             32.7881             28.8016             49.3128             49.4574             20.3454             35.9335             0                        
34.2314             46.3426             49.6644             49.9753             24.5628             26.645              42.3007             37.5328             1                        
33.3508             37.5903             40.3841             46.3927             21.5954             44.0648             46.2682             30.3803             0                        
31.8583             32.5634             33.9232             27.3564             29.6047             46.958              43.9489             48.3954             0                        
22.225              36.3111             20.8676             21.2047             47.5831             48.8989             24.4993             40.2014             1                        
34.4595             40.1872             35.4626             39.4509             21.0526             41.4988             30.1446             29.4318             0                        
20.3518             22.8156             31.0812             21.322              38.5751             30.9958             25.7243             48.9735             0                        
46.9249             27.5865             26.4351             25.0719             33.1759             37.5963             21.1544             41.4376             0                        
21.7106             29.3279             43.37               39.7445             35.6346             21.3644             31.0347             20.7175             1                        
48.8089             41.9224             39.3848             49.5561             29.8032             22.9814             29.1266             20.9719             1                        
33.98               21.5018             31.1852             30.2171             48.6892             39.2754             41.8797             42.1203             1                        
36.1555             45.4992             35.5435             20.2044             35.5786             38.9811             44.9653             31.5851             1                        
30.1789             36.2682             49.112              36.1597             26.721              29.6693             22.4256             47.2686             0                        
43.378              23.9215             48.4129             45.2413             49.7995             39.4445             33.2704             35.1726             0                        
25.441              26.583              20.4437             36.9684             27.6809             23.678              35.8487             49.5346             0                        
27.8338             42.9106             28.0872             41.5434             29.905              23.5133             28.6262             40.6392             1                        
43.5052             31.532              38.4658             25.3005             35.5171             26.0788             35.992              26.8567             1                        
29.988              38.0228             48.7862             49.4367             32.2099             32.0569             41.1595             26.8873             1                        
34.9583             24.2445             48.0674             28.3407             41.4436             32.9522             28.2091             21.1498             0                        
24.0915             26.6348             20.8299             48.7787             44.329              46.736              31.1835             30.7541             1                        
44.1627             42.5916             36.7661             47.2337             26.7818             32.2779             35.0077             44.5409             1                        
39.3964             34.7302             30.4793             46.0624             20.703              45.6661             20.3582             40.6114             1                        
26.2831             20.7788             29.4751             27.9189             32.5605             44.2313             25.7936             42.2886             1                        
44.2619             30.256              43.0233             32.3138             37.3529             40.991              44.9474             31.6775             1                        
23.7219             24.5369             41.8457             41.0347             30.0466             33.3897             31.4342             43.8954             1                        
20.7485             30.6218             40.3169             26.8431             41.6839             22.1049             27.7037             46.8138             0                        
49.8676             45.1679             46.5441             45.9791             31.1951             46.267              39.1096             45.8269             1                        
23.3067             35.4217             41.9033             47.949              48.1592             41.8441             43.0377             35.1786             1                        
36.6949             20.6632             36.9677             46.8097             39.798              34.7199             36.9823             22.175              1                        
35.4632             20.2926             47.7198             36.4395             48.9993             31.2304             40.1334             32.7815             1                        
38.7962             27.0471             49.9499             48.7537             42.8362             38.6481             28.9782             46.9203             0                        
39.5189             24.8907             47.3193             25.629              36.3692             36.4083             34.2135             46.8917             0                        
38.4374             27.8146             49.5317             38.4882             41.8948             26.3065             24.1156             41.1624             0                        
47.0852             20.4392             21.4448             32.4945             45.4354             42.5272             34.298              25.7713             1                        
27.539              38.2445             25.9497             26.2754             40.6508             27.7715             46.4554             26.4415             0                        
42.6346             39.8672             27.5706             28.867              37.2247             45.7525             33.1266             48.8587             1                        
38.2066             48.9601             32.0216             47.4684             40.9773             25.1044             38.8536             32.8529             1                        
38.3656             20.8262             45.8216             24.1074             23.735              34.0328             38.5599             46.1073             0                        
24.8785             22.8447             40.707              42.1475             43.3611             40.245              48.1748             33.3877             1                        
27.0417             20.2931             26.0525             44.7226             31.9858             46.0259             37.4111             28.6272             1                        
27.199              24.3111             26.8332             26.28               27.4981             41.2595             27.7822             45.8464             0                        
20.1218             26.6865             20.0685             31.8878             49.0125             43.3386             21.5305             33.7985             1                        
31.8691             33.5505             33.42               29.5577             36.914              43.8257             48.6309             48.7883             0                        
25.6734             32.692              35.1471             47.9623             31.8179             43.5077             44.5812             26.0157             0                        
25.0434             34.3273             38.2512             47.5651             47.1795             45.7291             28.282              45.1011             1                        
34.119              47.547              41.8722             36.0906             34.2147             36.7627             21.5661             32.1716             0                        
47.6301             29.1764             47.0793             42.1167             34.8431             37.9439             43.001              48.3789             0                        
44.4193             35.1986             43.6783             31.0839             37.7918             37.3459             43.1568             26.7476             0                        
27.7223             28.9897             29.6997             23.578              35.4112             45.7149             29.5316             47.8052             0                        
31.2767             37.074              33.1321             21.238              36.3274             24.3851             40.1323             43.5042             0                        
45.4394             20.4659             49.637              39.1159             30.0852             22.113              43.7168             48.3572             0                        
38.7531             23.2536             42.4649             38.2657             21.1123             23.9858             49.0733             45.4208             0                        
36.881              29.0569             49.0796             30.4348             48.2916             46.158              37.3767             20.5711             0                        
48.2745             29.8775             40.5704             26.1587             28.8584             43.0832             49.0624             42.5535             0                        
26.746              30.233              45.6626             21.5661             30.8546             23.7665             23.4688             30.0216             1                        
33.3736             30.5808             41.7463             20.4351             43.1727             23.6457             33.3041             31.4854             1                        
34.5452             40.3428             41.3566             40.5053             42.4408             22.3485             41.6381             32.1564             1                        
33.2131             32.1669             28.6152             34.9826             43.3025             44.9713             42.1419             38.1883             1                        
41.0262             36.9861             24.6989             35.0682             40.539              38.5857             29.9671             47.6638             0                        
25.024              38.8927             30.2522             38.1787             29.1239             35.0164             41.1879             25.2786             0                        
27.2351             30.2588             28.8118             39.4048             26.5147             41.9338             20.9806             31.1555             0                        
40.1309             49.7175             42.6399             39.2101             24.291              49.6512             37.4302             49.411              1                        
20.1828             32.7909             46.6345             35.3894             40.2853             35.2892             36.0967             48.0384             1                        
21.2757             41.0977             39.7837             33.8695             25.4671             45.3127             49.9869             39.4474             0                        
21.7383             45.5408             43.6408             30.985              24.6683             29.3134             40.2847             24.9831             1                        
40.5604             39.1699             37.8495             46.5612             33.3791             33.1667             32.4647             23.8406             0                        
39.6469             44.7366             28.2887             38.8247             27.3571             40.0309             48.9687             26.247              0                        
42.9282             24.0834             39.36               22.7644             41.2032             42.669              48.0811             48.2969             0                        
46.3039             29.8742             46.4614             35.9835             35.4544             22.8391             36.8685             28.8062             1                        
35.3238             46.8173             47.6875             33.9853             20.2115             35.1833             24.9747             49.5125             1                        
46.7367             42.9482             29.6726             47.6391             30.0564             47.805              28.8722             34.7194             0                        
28.509              20.1579             34.249              43.5543             46.6149             35.8973             25.2047             44.7674             1                        
36.2937             28.8239             32.6019             20.5235             28.6987             28.5668             31.5278             28.1398             1                        
25.6746             22.325              36.8963             46.8054             27.7793             27.4165             49.0272             20.7285             0                        
24.7062             36.912              40.8092             49.3717             49.508              30.4674             24.8413             27.3549             1                        
34.133              42.7574             33.3112             31.0896             42.6465             29.5537             28.9892             21.3085             0                        
22.7077             48.0529             24.8029             42.4827             36.3344             21.4505             38.6905             21.9047             1                        
21.5557             36.905              41.7334             44.0172             26.3245             25.4782             21.8096             43.4019             1                        
35.3515             33.3269             25.8712             27.7796             31.2581             25.6659             27.157              37.7099             0                        
41.0382             29.1154             41.692              37.0429             49.9011             38.1962             23.1847             24.8534             0                        
20.4072             23.3774             23.2678             41.2834             39.9404             27.7209             34.7149             42.8884             1                        
45.2183             24.0565             37.5576             30.3922             20.9304             26.9503             43.7909             34.2175             1                        
24.3493             38.1486             34.1                28.8542             33.1547             40.2408             36.5557             22.4038             0                        
40.2944             37.5224             38.3906             21.3981             27.1733             41.7905             42.7943             23.2834             1                        
33.523              20.2845             31.2606             37.2423             40.6105             40.0873             36.48               39.8213             1                        
37.3359             24.0394             20.0911             21.6648             39.6435             48.2797             26.7772             43.8241             1                        
22.0734             37.6657             47.4654             21.4399             40.0974             27.1865             23.9104             41.498              1                        
47.7084             24.5711             45.9388             43.1694             28.6133             32.9853             44.2094             48.172              1                        
46.9425             22.6149             48.2888             29.7771             34.1905             49.6425             42.1032             48.6921             1                        
28.0716             48.9427             40.4073             46.344              43.9817             31.0368             25.8594             38.4699             1                        
33.384              25.6206             45.6779             38.1521             32.2467             20.6896             30.9004             42.6744             0                        
48.6952             49.3849             32.5046             34.0342             32.1745             36.3908             40.3732             42.4742             1                        
44.6201             49.89               31.5521             45.5439             36.0131             21.6095             41.6952             30.5067             1                        
26.101              49.4974             32.3119             35.7163             43.1592             36.4414             21.0762             48.0628             0                        
41.4388             42.4527             42.6124             26.5994             25.6026             43.3163             36.7063             32.9106             1                        
49.088              21.2804             29.1576             31.1057             43.5729             28.9504             29.1003             27.9634             1                        
30.0972             44.4811             23.9278             33.8503             31.5308             47.5924             26.1273             40.7865             1                        
28.6579             33.8037             29.5692             49.1739             25.091              24.514              47.4016             29.1591             0                        
27.4277             26.7234             40.9942             39.5699             42.0469             32.3911             46.8161             28.8981             1                        
20.6942             48.0661             37.1195             48.0464             36.6772             22.9629             48.1132             48.4474             1                        
25.6284             25.9388             23.3673             33.8885             44.6879             48.8848             26.5278             22.2307             1                        
41.9028             39.9888             32.3903             33.2269             24.5751             22.9491             25.496              22.0545             1                        
20.4529             41.2282             43.0005             38.5919             43.7845             45.6311             32.5153             34.9982             1                        
34.9501             37.1125             49.2511             33.0062             35.5621             31.9717             49.1381             24.7934             0                        
32.2955             30.871              28.8458             42.0774             34.5409             28.1344             25.5772             36.6772             1                        
23.3151             27.3137             30.6869             24.8843             30.4645             36.5307             20.8963             23.6001             1                        
47.223              27.7081             29.8242             45.6395             23.4294             28.1352             39.0005             41.0838             1                        
44.6714             41.9144             25.7588             28.3535             48.0971             47.7725             22.5408             33.4267             0                        
23.1412             44.3103             33.4183             31.3035             37.0835             42.8278             47.4436             44.4739             0                        
22.3565             25.0413             28.4782             42.8357             29.6066             47.3177             28.7597             34.781              1                        
44.8843             20.3401             36.3952             24.3277             35.6495             31.5516             38.4466             32.2853             1                        
38.4792             39.4095             45.8651             35.1525             47.5576             40.632              42.5636             46.2534             0                        
21.4175             23.5334             35.4483             40.0661             41.3036             49.2891             41.4919             34.5794             1                        
46.6675             21.4916             39.9296             26.1215             33.7016             22.1267             33.1227             43.4802             0                        
31.5089             39.2285             33.1066             42.4186             39.1392             32.2575             20.9775             38.8112             0                        
39.0962             30.2016             28.8276             35.3728             31.461              45.849              34.4308             39.1895             1                        
37.1562             34.1962             26.0548             22.9616             25.0957             43.1817             25.2637             46.7278             1                        
44.2667             20.5424             45.5307             24.1752             22.2123             31.7299             34.6228             26.0503             1                        
36.688              25.9584             22.8372             34.0865             41.7345             31.5349             27.3557             46.8708             0                        
48.3998             36.3094             21.6983             33.2914             28.767              36.9248             44.3671             28.366              1                        
46.8226             47.4441             23.7932             22.2931             39.6347             20.7093             30.7513             27.4473             1                        
26.1649             43.71               23.7693             39.7971             49.2739             26.6344             44.6232             42.7359             1                        
31.5282             34.2488             40.1259             25.1714             25.4298             48.9279             30.7514             29.0326             1                        
30.4593             39.1241             47.94               47.1287             31.6467             45.9919             35.4603             31.0158             0                        
32.9212             46.4296             43.1062             45.5119             38.3565             48.1167             46.8226             47.0518             0                        
29.8039             33.7983             27.5036             43.0877             34.3273             39.1007             44.6767             40.5812             0                        
27.6144             44.8379             20.9312             40.3416             21.5233             32.7041             27.6575             49.5302             0                        
44.2158             34.5448             34.6284             30.356              42.8353             23.6335             37.6778             40.7778             0                        
33.0004             26.9287             40.6891             41.9441             44.7758             26.6326             43.9335             29.6611             1                        
33.7101             45.727              23.9748             43.9453             47.9649             46.3477             45.3763             39.7389             1                        
32.2578             26.1218             38.5993             48.4745             30.9333             26.7327             47.246              23.8873             0                        
43.6274             45.9584             42.83               23.0717             46.5776             39.5768             37.2098             35.4284             1                        
35.1188             21.7538             36.7456             33.3739             35.9451             49.0617             29.879              36.5596             1                        
27.6379             20.12               26.3358             35.2107             36.8923             39.2144             36.6642             45.6164             0                        
24.3064             37.7084             45.2957             35.0226             24.6662             25.029              31.9038             47.6405             1                        
24.033              33.0266             48.6691             31.504              48.2345             46.9524             38.7239             43.1349             1                        
48.7049             33.0125             20.6642             23.1824             46.7991             42.9045             46.0632             34.1448             1                        
31.8172             32.4991             32.213              24.0134             33.1813             38.6034             28.0701             24.1375             1                        
49.2801             40.6116             29.9076             37.2439             37.8559             33.3815             42.3958             46.4201             1                        
32.6258             31.3276             23.2204             25.8831             46.6704             39.2298             25.7144             31.6811             1                        
23.5652             31.134              39.7132             49.6439             35.4677             36.3433             21.9762             24.7006             0                        
32.4072             48.3405             29.0972             36.608              30.1775             43.2537             35.1461             30.4811             0                        
46.3836             48.348              34.4735             36.4588             43.4256             44.5316             32.4423             37.5271             0                        
28.4333             37.8187             39.485              24.2847             33.1615             34.5697             32.9264             43.4033             0                        
29.392              41.8969             31.4076             47.1493             48.3643             39.1673             25.516              26.8267             0                        
36.1869             33.3246             46.5285             23.8955             31.0837             34.3853             22.8929             40.8282             0                        
40.1047             30.1269             32.6247             42.5896             34.1327             38.0646             31.938              22.5823             0                        
41.4409             46.9905             48.8715             42.8862             38.6348             45.135              33.5956             40.802              0                        
49.0835             36.3193             38.9073             35.7737             48.0228             29.0228             45.824              34.1588             1                        
27.0504             46.713              36.0235             47.1171             46.3249             23.1977             34.1069             24.7114             1                        
34.9092             38.2916             36.2647             20.2368             39.4716             39.6758             21.4949             34.9841             0                        
37.3768             21.7845             41.8932             28.9266             49.6868             36.3912             46.2906             46.8805             0                        
30.2481             30.6683             41.5326             28.3951             25.9769             34.4333             20.9146             32.4584             0                        
38.1868             45.0221             26.9004             45.3433             24.9668             37.4606             20.414              48.5844             0                        
48.1782             31.2001             39.5828             48.5795             24.9525             37.0456             35.0306             38.4901             1                        
42.8222             42.8686             42.1113             34.3023             38.0496             49.2662             47.1842             35.4075             1                        
44.2494             29.0971             35.6226             28.2546             34.9876             36.508              29.7583             47.2324             0                        
34.9604             28.617              36.2484             46.2431             27.785              32.7269             20.6804             25.4588             0                        
26.4643             34.9337             29.8658             23.8828             28.7051             46.8202             37.7443             47.8398             0                        
43.8478             30.1485             36.2761             32.7619             39.8679             40.5794             28.3477             39.2792             0                        
44.8288             48.1733             38.439              24.8268             24.3152             34.9215             35.3061             20.4604             1                        
48.6097             22.8326             47.9236             41.2262             37.8936             36.9049             39.8786             39.5614             1                        
47.8631             45.3969             25.9743             20.0747             45.7775             32.389              42.623              25.5632             1                        
41.2658             43.9857             38.37               34.1198             30.6307             40.1695             39.2879             42.5728             1                        
20.3919             36.5859             49.0087             39.7205             22.9428             39.9281             31.7147             49.1631             1                        
24.2613             28.9268             22.8673             30.7175             29.1815             43.1211             26.1981             31.3024             1                        
49.5237             25.4387             48.4503             44.9324             48.4889             32.8837             45.8841             24.4364             1                        
32.6397             24.9079             36.6535             45.8495             42.8662             31.9329             26.1285             31.8949             1                        
47.9109             39.3622             30.2535             30.3622             27.7229             38.078              46.6408             22.7023             0                        
48.2904             26.3416             43.6971             47.8953             46.1405             43.2323             35.9106             39.1904             1                        
23.3953             24.5836             46.6499             25.2933             34.4919             45.9766             49.0788             46.7061             1                        
39.9651             23.526              31.6613             21.5939             48.8282             36.0935             23.2386             31.5754             0                        
47.9681             39.0789             39.6392             36.382              41.7326             29.9712             26.7715             38.1625             0                        
27.0043             21.3686             41.4894             22.8247             34.1525             41.313              27.2647             48.3225             0                        
25.7882             42.5129             34.8172             22.0536             34.052              31.9548             34.0433             35.9619             1                        
32.0894             46.9499             26.288              42.8862             38.195              34.0267             26.1325             39.2511             1                        
22.8924             33.0026             35.4704             20.3652             38.3577             38.629              36.8423             38.1529             1                        
45.1076             24.1061             32.0142             43.2632             44.441              40.6366             29.9815             48.8461             1                        
36.3723             28.5329             31.6671             29.0101             43.354              41.5478             43.9877             41.2776             1                        
32.3729             41.885              40.9657             41.0188             32.4531             39.3601             25.8496             23.3993             0                        
32.287              37.9631             35.1419             20.0152             34.862              24.9327             34.6267             31.394              1                        
29.3581             40.8024             25.3456             43.6497             31.3938             25.5037             31.0725             24.8365             1                        
37.6328             34.1847             42.4836             22.5399             47.5408             27.7388             36.6273             25.3805             1                        
30.365              43.7271             41.6658             47.8413             38.6293             42.7163             32.5244             37.1262             0                        
39.3762             25.1366             40.8909             43.3073             35.7612             49.1059             23.2522             20.0215             0                        
